Date,Market Return,Rolling Volatility,Market Regime,Period
2018-12-19 00:00:00-05:00,-0.014975654094843138,0.0140843245191572,High Volatility,Train
2018-12-20 00:00:00-05:00,-0.01627809301691352,0.01396626477294288,High Volatility,Train
2018-12-21 00:00:00-05:00,-0.020489356793080615,0.014385543883230162,High Volatility,Train
2018-12-24 00:00:00-05:00,-0.02642294124329103,0.015203467414019036,High Volatility,Train
2018-12-26 00:00:00-05:00,0.05052481698769906,0.019188883530507433,High Volatility,Train
2018-12-27 00:00:00-05:00,0.007677353014192256,0.019296170389751285,High Volatility,Train
2018-12-28 00:00:00-05:00,-0.001289841714370743,0.018278438377917858,High Volatility,Train
2018-12-31 00:00:00-05:00,0.00875848526453149,0.018519295982492544,High Volatility,Train
2019-01-02 00:00:00-05:00,0.001040601546453912,0.018406505133103945,High Volatility,Train
2019-01-03 00:00:00-05:00,-0.023863003464361543,0.018406170980950484,High Volatility,Train
2019-01-04 00:00:00-05:00,0.033495882126724386,0.01935066073138823,High Volatility,Train
2019-01-07 00:00:00-05:00,0.007884617022170914,0.019500832774226384,High Volatility,Train
2019-01-08 00:00:00-05:00,0.00939532836578083,0.019031985712052484,High Volatility,Train
2019-01-09 00:00:00-05:00,0.004673535409899232,0.01906313957943399,High Volatility,Train
2019-01-10 00:00:00-05:00,0.0035275594757859796,0.019085915915076017,High Volatility,Train
2019-01-11 00:00:00-05:00,0.00038629792115307815,0.01904268463660697,High Volatility,Train
2019-01-14 00:00:00-05:00,-0.006101058085782318,0.019079315443713718,High Volatility,Train
2019-01-15 00:00:00-05:00,0.01146088361827613,0.01881426531247604,High Volatility,Train
2019-01-16 00:00:00-05:00,0.0024200079850174028,0.018213789220555703,High Volatility,Train
2019-01-17 00:00:00-05:00,0.007586733630821962,0.018251176871147932,High Volatility,Train
2019-01-18 00:00:00-05:00,0.013309609995196814,0.0179625312695481,High Volatility,Train
2019-01-22 00:00:00-05:00,-0.013510292095773369,0.01781310784244749,High Volatility,Train
2019-01-23 00:00:00-05:00,0.0020924369687918,0.016903400444438367,High Volatility,Train
2019-01-24 00:00:00-05:00,0.0005314387082548944,0.015293196294080368,High Volatility,Train
2019-01-25 00:00:00-05:00,0.008461353661257887,0.011189499894048934,High Volatility,Train
2019-01-28 00:00:00-05:00,-0.007600278014340933,0.01143658975343223,High Volatility,Train
2019-01-29 00:00:00-05:00,-0.0013268662346429538,0.011437346327163717,High Volatility,Train
2019-01-30 00:00:00-05:00,0.015830747747278107,0.01172616680633974,High Volatility,Train
2019-01-31 00:00:00-05:00,0.00878236558259693,0.011768938779527201,High Volatility,Train
2019-02-01 00:00:00-05:00,0.0004815727188074437,0.00985230059342133,High Volatility,Train
2019-02-04 00:00:00-05:00,0.007035560805118246,0.007276944104724096,Low Volatility,Train
2019-02-05 00:00:00-05:00,0.004191982486973611,0.007213516721182799,Low Volatility,Train
2019-02-06 00:00:00-05:00,-0.0013183991789688099,0.0071566299907493205,Low Volatility,Train
2019-02-07 00:00:00-05:00,-0.009532660307473906,0.007672939115316058,Low Volatility,Train
2019-02-08 00:00:00-05:00,0.0012211486273001615,0.007671411261348281,Low Volatility,Train
2019-02-11 00:00:00-05:00,0.0005549638743742591,0.007669381639876583,Low Volatility,Train
2019-02-12 00:00:00-05:00,0.012859196525231154,0.007756905627029125,Low Volatility,Train
2019-02-13 00:00:00-05:00,0.0032473520987437166,0.007508676574732528,Low Volatility,Train
2019-02-14 00:00:00-05:00,-0.00221872221945163,0.007591113812382249,Low Volatility,Train
2019-02-15 00:00:00-05:00,0.010897716677767288,0.007741715192373502,Low Volatility,Train
2019-02-19 00:00:00-05:00,0.0017304142613832063,0.007328423385922447,Low Volatility,Train
2019-02-20 00:00:00-05:00,0.002015462293248671,0.006341365089301239,Low Volatility,Train
2019-02-21 00:00:00-05:00,-0.003555973468107654,0.006502800270564726,Low Volatility,Train
2019-02-22 00:00:00-05:00,0.006199755145486208,0.006530701403204393,Low Volatility,Train
2019-02-25 00:00:00-05:00,0.0013616098612254657,0.006404102633669351,Low Volatility,Train
2019-02-26 00:00:00-05:00,-0.0007157297618241021,0.006002646614278694,Low Volatility,Train
2019-02-27 00:00:00-05:00,-0.00042941568262466756,0.005972767586514205,Low Volatility,Train
2019-02-28 00:00:00-05:00,-0.0018624559823258169,0.0052252417765492245,Low Volatility,Train
2019-03-01 00:00:00-05:00,0.0062435186494884665,0.005081880460625891,Low Volatility,Train
2019-03-04 00:00:00-05:00,-0.0036371143446828347,0.005224697320768366,Low Volatility,Train
2019-03-05 00:00:00-05:00,-0.0013604033494590828,0.005110706043597165,Low Volatility,Train
2019-03-06 00:00:00-05:00,-0.0060568577673076884,0.005314649223711547,Low Volatility,Train
2019-03-07 00:00:00-05:00,-0.008365421571082221,0.005682139375137234,Low Volatility,Train
2019-03-08 00:00:00-05:00,-0.0019999926812895863,0.005217699552515106,Low Volatility,Train
2019-03-11 00:00:00-04:00,0.014501256089421988,0.006051624366431833,Low Volatility,Train
2019-03-12 00:00:00-04:00,0.003771161132432699,0.006068724402426766,Low Volatility,Train
2019-03-13 00:00:00-04:00,0.006619242826875205,0.005603690333977225,Low Volatility,Train
2019-03-14 00:00:00-04:00,-0.0006399836257315883,0.005600710330513466,Low Volatility,Train
2019-03-15 00:00:00-04:00,0.004940542172300111,0.005604545535976766,Low Volatility,Train
2019-03-18 00:00:00-04:00,0.0036257050535422053,0.0051815255262881894,Low Volatility,Train
2019-03-19 00:00:00-04:00,0.0002482990492576054,0.0051829232589631555,Low Volatility,Train
2019-03-20 00:00:00-04:00,-0.003009818487216709,0.00525472153768067,Low Volatility,Train
2019-03-21 00:00:00-04:00,0.011294278472333108,0.005642601275983774,Low Volatility,Train
2019-03-22 00:00:00-04:00,-0.01924612384942037,0.007191853059983027,Low Volatility,Train
2019-03-25 00:00:00-04:00,-0.0007519573391766565,0.007190405914907218,Low Volatility,Train
